Date-Time,Year,Month,Day,Data_Quality,Max_Temp ,Max_Temp_Flag,Min_Temp ,Min_Temp_Flag,Mean_Temp,Mean_Temp_Flag,Heat_Deg_Days,Heat_Deg_Days_Flag,Cool_Deg_Days,Cool_Deg_Days_Flag,Total_Rain,Total_Rain_Flag,Total_Snow,Total_Snow_Flag,Total_Precip,Total_Precip_Flag,Snow_on_Grnd,Snow_on_Grnd_Flag,Dir_of_Max_Gust,Dir_of_Max_Gust_Flag,Spd_of_Max_Gust,Spd_of_Max_Gust_Flag
1967-08-19,1967,8,19,,20.6,,17.2,,18.9,,0,,0.9,,0.5,,0,,0.5,,0,,,,,
1967-08-20,1967,8,20,,23.9,,16.1,,20,,0,,2,,0,T,0,,0,T,0,,,,,
1967-08-21,1967,8,21,,25,,13.3,,19.2,,0,,1.2,,0,,0,,0,,0,,,,,
1967-08-22,1967,8,22,,21.7,,13.9,,17.8,,0.2,,0,,0,T,0,,0,T,0,,,,,
1967-08-23,1967,8,23,,20.6,,12.2,,16.4,,1.6,,0,,0,,0,,0,,0,,,,,
1967-08-24,1967,8,24,,25,,12.8,,18.9,,0,,0.9,,0,,0,,0,,0,,,,,
1967-08-25,1967,8,25,,25,,16.1,,20.6,,0,,2.6,,0,,0,,0,,0,,,,,
1967-08-26,1967,8,26,,22.2,,16.7,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
1967-08-27,1967,8,27,,22.8,,17.2,,20,,0,,2,,17.3,,0,,17.3,,0,,,,,
1967-08-28,1967,8,28,,21.7,,13.3,,17.5,,0.5,,0,,0.3,,0,,0.3,,0,,,,,
1967-08-29,1967,8,29,,28.3,,13.3,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
1967-08-30,1967,8,30,,21.7,,10.6,,16.2,,1.8,,0,,2.3,,0,,2.3,,0,,,,,
1967-08-31,1967,8,31,,18.9,,8.9,,13.9,,4.1,,0,,0.8,,0,,0.8,,0,,,,,
1967-09-01,1967,9,1,,23.3,,9.4,,16.4,,1.6,,0,,0,,0,,0,,0,,,,,
1967-09-02,1967,9,2,,20,,10,,15,,3,,0,,0,,0,,0,,0,,,,,
1967-09-03,1967,9,3,,26.1,,11.1,,18.6,,0,,0.6,,0,,0,,0,,0,,,,,
1967-09-04,1967,9,4,,26.1,,15.6,,20.9,,0,,2.9,,0,,0,,0,,0,,,,,
1967-09-05,1967,9,5,,26.7,,13.9,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
1967-09-06,1967,9,6,,28.3,,17.2,,22.8,,0,,4.8,,0,,0,,0,,0,,,,,
1967-09-07,1967,9,7,,26.7,,16.7,,21.7,,0,,3.7,,0,,0,,0,,0,,,,,
1967-09-08,1967,9,8,,26.7,,16.7,,21.7,,0,,3.7,,0,,0,,0,,0,,,,,
1967-09-09,1967,9,9,,22.8,,11.7,,17.3,,0.7,,0,,0,T,0,,0,T,0,,,,,
1967-09-10,1967,9,10,,16.7,,7.8,,12.3,,5.7,,0,,0,,0,,0,,0,,,,,
1967-09-11,1967,9,11,,18.3,,8.3,,13.3,,4.7,,0,,0,,0,,0,,0,,,,,
1967-09-12,1967,9,12,,20.6,,9.4,,15,,3,,0,,0,,0,,0,,0,,,,,
1967-09-13,1967,9,13,,22.2,,11.7,,17,,1,,0,,0,,0,,0,,0,,,,,
1967-09-14,1967,9,14,,23.9,,11.7,,17.8,,0.2,,0,,0,,0,,0,,0,,,,,
1967-09-15,1967,9,15,,25,,11.7,,18.4,,0,,0.4,,0,,0,,0,,0,,,,,
1967-09-16,1967,9,16,,25,,15.6,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
1967-09-17,1967,9,17,,25,,16.1,,20.6,,0,,2.6,,0,,0,,0,,0,,,,,
1967-09-18,1967,9,18,,26.7,,15,,20.9,,0,,2.9,,0,,0,,0,,0,,,,,
1967-09-19,1967,9,19,,25.6,,15.6,,20.6,,0,,2.6,,0,,0,,0,,0,,,,,
1967-09-20,1967,9,20,,24.4,,17.2,,20.8,,0,,2.8,,0,T,0,,0,T,0,,,,,
1967-09-21,1967,9,21,,22.8,,12.8,,17.8,,0.2,,0,,33,,0,,33,,0,,,,,
1967-09-22,1967,9,22,,13.3,,6.7,,10,,8,,0,,0,T,0,,0,T,0,,,,,
1967-09-23,1967,9,23,,17.2,,3.9,,10.6,,7.4,,0,,3,,0,,3,,0,,,,,
1967-09-24,1967,9,24,,13.9,,6.1,,10,,8,,0,,3,,0,,3,,0,,,,,
1967-09-25,1967,9,25,,17.8,,3.3,,10.6,,7.4,,0,,0,,0,,0,,0,,,,,
1967-09-26,1967,9,26,,22.8,,10.6,,16.7,,1.3,,0,,0,,0,,0,,0,,,,,
1967-09-27,1967,9,27,,18.3,,6.1,,12.2,,5.8,,0,,3,,0,,3,,0,,,,,
1967-09-28,1967,9,28,,7.8,,4.4,,6.1,,11.9,,0,,36.6,,0,,36.6,,0,,,,,
1967-09-29,1967,9,29,,12.2,,6.1,,9.2,,8.8,,0,,0.3,,0,,0.3,,0,,,,,
1967-09-30,1967,9,30,,10,,6.7,,8.4,,9.6,,0,,0,T,0,,0,T,0,,,,,
1967-10-01,1967,10,1,,17.8,,7.2,,12.5,,5.5,,0,,0,,0,,0,,0,,,,,
1967-10-02,1967,10,2,,20.6,,7.2,,13.9,,4.1,,0,,0,,0,,0,,0,,,,,
1967-10-03,1967,10,3,,25,,13.3,,19.2,,0,,1.2,,0,,0,,0,,0,,,,,
1967-10-04,1967,10,4,,18.3,,13.9,,16.1,,1.9,,0,,0,,0,,0,,0,,,,,
1967-10-05,1967,10,5,,25.6,,11.7,,18.7,,0,,0.7,,0,T,0,,0,T,0,,,,,
1967-10-06,1967,10,6,,11.7,,6.1,,8.9,,9.1,,0,,0,,0,,0,,0,,,,,
1967-10-07,1967,10,7,,10,,1.7,,5.9,,12.1,,0,,0,,0,,0,,0,,,,,
1967-10-08,1967,10,8,,14.4,,7.8,,11.1,,6.9,,0,,3.6,,0,,3.6,,0,,,,,
1967-10-09,1967,10,9,,15,,10,,12.5,,5.5,,0,,2.8,,0,,2.8,,0,,,,,
1967-10-10,1967,10,10,,13.9,,8.9,,11.4,,6.6,,0,,0,T,0,,0,T,0,,,,,
1967-10-11,1967,10,11,,13.3,,5,,9.2,,8.8,,0,,0,T,0,,0,T,0,,,,,
1967-10-12,1967,10,12,,11.1,,5.6,,8.4,,9.6,,0,,0,,0,,0,,0,,,,,
1967-10-13,1967,10,13,,13.9,,5.6,,9.8,,8.2,,0,,0,,0,,0,,0,,,,,
1967-10-14,1967,10,14,,17.8,,10,,13.9,,4.1,,0,,1.3,,0,,1.3,,0,,,,,
1967-10-15,1967,10,15,,15,,8.9,,12,,6,,0,,7.6,,0,,7.6,,0,,,,,
1967-10-16,1967,10,16,,21.1,,11.7,,16.4,,1.6,,0,,7.9,,0,,7.9,,0,,,,,
1967-10-17,1967,10,17,,15,,11.1,,13.1,,4.9,,0,,16.8,,0,,16.8,,0,,,,,
1967-10-18,1967,10,18,,14.4,,7.8,,11.1,,6.9,,0,,8.4,,0,,8.4,,0,,,,,
1967-10-19,1967,10,19,,7.8,,3.3,,5.6,,12.4,,0,,6.4,,0,,6.4,,0,,,,,
1967-10-20,1967,10,20,,12.8,,0.6,,6.7,,11.3,,0,,0,T,0,,0,T,0,,,,,
1967-10-21,1967,10,21,,12.8,,5.6,,9.2,,8.8,,0,,0,T,0,,0,T,0,,,,,
1967-10-22,1967,10,22,,11.1,,2.2,,6.7,,11.3,,0,,0,,0,,0,,0,,,,,
1967-10-23,1967,10,23,,16.1,,5,,10.6,,7.4,,0,,0,,0,,0,,0,,,,,
1967-10-24,1967,10,24,,16.7,,9.4,,13.1,,4.9,,0,,0,,0,,0,,0,,,,,
1967-10-25,1967,10,25,,14.4,,6.7,,10.6,,7.4,,0,,4.1,,0,,4.1,,0,,,,,
1967-10-26,1967,10,26,,7.2,,4.4,,5.8,,12.2,,0,,0,T,0,,0,T,0,,,,,
1967-10-27,1967,10,27,,8.3,,3.9,,6.1,,11.9,,0,,9.1,,0,,9.1,,0,,,,,
1967-10-28,1967,10,28,,6.1,,2.2,,4.2,,13.8,,0,,0.3,,0,,0.3,,0,,,,,
1967-10-29,1967,10,29,,7.8,,1.1,,4.5,,13.5,,0,,0,,0,,0,,0,,,,,
1967-10-30,1967,10,30,,8.9,,5,,7,,11,,0,,0,T,0,,0,T,0,,,,,
1967-10-31,1967,10,31,,12.2,,6.7,,9.5,,8.5,,0,,0.8,,0,,0.8,,0,,,,,
1967-11-01,1967,11,1,,13.9,,8.3,,11.1,,6.9,,0,,5.1,,0,,5.1,,0,,,,,
1967-11-02,1967,11,2,,12.2,,8.3,,10.3,,7.7,,0,,14.7,,0,,14.7,,0,,,,,
1967-11-03,1967,11,3,,11.7,,7.2,,9.5,,8.5,,0,,1.5,,0,,1.5,,0,,,,,
1967-11-04,1967,11,4,,9.4,,1.1,,5.3,,12.7,,0,,2,,0,,2,,0,,,,,
1967-11-05,1967,11,5,,6.1,,-1.1,,2.5,,15.5,,0,,0,,0,,0,,0,,,,,
1967-11-06,1967,11,6,,3.3,,-2.2,,0.6,,17.4,,0,,0,,0,,0,,0,,,,,
1967-11-07,1967,11,7,,4.4,,-1.7,,1.4,,16.6,,0,,0,,0,T,0,T,0,,,,,
1967-11-08,1967,11,8,,4.4,,-2.8,,0.8,,17.2,,0,,0,T,0,T,0,T,0,,,,,
1967-11-09,1967,11,9,,9.4,,2.8,,6.1,,11.9,,0,,0.5,,0,,0.5,,0,,,,,
1967-11-10,1967,11,10,,7.8,,3.9,,5.9,,12.1,,0,,0,,0,,0,,0,,,,,
1967-11-11,1967,11,11,,13.9,,5.6,,9.8,,8.2,,0,,4.1,,0,,4.1,,0,,,,,
1967-11-12,1967,11,12,,12.2,,3.3,,7.8,,10.2,,0,,2.5,,0,,2.5,,0,,,,,
1967-11-13,1967,11,13,,4.4,,-0.6,,1.9,,16.1,,0,,0,,0.3,,0.3,,0,,,,,
1967-11-14,1967,11,14,,3.9,,-6.1,,-1.1,,19.1,,0,,0,,0.3,,0.3,,0,,,,,
1967-11-15,1967,11,15,,-2.2,,-9.4,,-5.8,,23.8,,0,,0,,0,T,0,T,0,T,,,,
1967-11-16,1967,11,16,,1.7,,-8.3,,-3.3,,21.3,,0,,0,,0,T,0,T,0,T,,,,
1967-11-17,1967,11,17,,5,,1.1,,3.1,,14.9,,0,,0.3,,0,,0.3,,0,T,,,,
1967-11-18,1967,11,18,,5,,1.1,,3.1,,14.9,,0,,8.9,,0,T,8.9,,0,,,,,
1967-11-19,1967,11,19,,2.8,,-2.2,,0.3,,17.7,,0,,0,,0.3,,0.3,,0,,,,,
1967-11-20,1967,11,20,,0.6,,-4.4,,-1.9,,19.9,,0,,0,,1.3,,0.8,,3,,,,,
1967-11-21,1967,11,21,,3.3,,-3.3,,0,,18,,0,,0,T,0,T,0,T,0,T,,,,
1967-11-22,1967,11,22,,5.6,,1.7,,3.7,,14.3,,0,,6.1,,0,,6.1,,0,,,,,
1967-11-23,1967,11,23,,5,,1.1,,3.1,,14.9,,0,,3.6,,0,,3.6,,0,,,,,
1967-11-24,1967,11,24,,3.9,,-0.6,,1.7,,16.3,,0,,0,,0,,0,,0,,,,,
1967-11-25,1967,11,25,,6.7,,1.7,,4.2,,13.8,,0,,0,T,0,,0,T,0,,,,,
1967-11-26,1967,11,26,,7.8,,3.3,,5.6,,12.4,,0,,0,T,0,,0,T,0,,,,,
1967-11-27,1967,11,27,,3.3,,-3.3,,0,,18,,0,,0,,0,T,0,T,0,,,,,
1967-11-28,1967,11,28,,0.6,,-5.6,,-2.5,,20.5,,0,,0,,0,T,0,T,0,,,,,
1967-11-29,1967,11,29,,0.6,,-5,,-2.2,,20.2,,0,,0,,0,,0,,0,,,,,
1967-11-30,1967,11,30,,-1.1,,-6.7,,-3.9,,21.9,,0,,0,,0.3,,0.3,,0,,,,,
1967-12-01,1967,12,1,,-0.6,,-7.2,,-3.9,,21.9,,0,,0,,0,,0,,0,T,,,,
1967-12-02,1967,12,2,,3.9,,-1.7,,1.1,,16.9,,0,,2.5,,0,,2.5,,0,,,,,
1967-12-03,1967,12,3,,2.8,,-2.8,,0,,18,,0,,1,,3,,6.1,,0,T,,,,
1967-12-04,1967,12,4,,5,,-3.3,,0.9,,17.1,,0,,0,,0,,0,,0,T,,,,
1967-12-05,1967,12,5,,3.9,,-1.7,,1.1,,16.9,,0,,0,,0,,0,,0,T,,,,
1967-12-06,1967,12,6,,3.9,,0.6,,2.3,,15.7,,0,,0,T,0,T,0,T,0,,,,,
1967-12-07,1967,12,7,,2.8,,-1.1,,0.9,,17.1,,0,,6.6,,0,T,6.6,,0,T,,,,
1967-12-08,1967,12,8,,6.7,,0,,3.4,,14.6,,0,,0.3,,0,,0.3,,0,,,,,
1967-12-09,1967,12,9,,0.6,,-5.6,,-2.5,,20.5,,0,,0,,0,,0,,0,,,,,
1967-12-10,1967,12,10,,1.7,,-6.1,,-2.2,,20.2,,0,,8.6,,0,T,8.6,,0,,,,,
1967-12-11,1967,12,11,,4.4,,0.6,,2.5,,15.5,,0,,8.6,,1.5,,10.2,,3,,,,,
1967-12-12,1967,12,12,,8.9,,3.9,,6.4,,11.6,,0,,0,T,0,,0,T,0,,,,,
1967-12-13,1967,12,13,,7.2,,2.2,,4.7,,13.3,,0,,0,,0,,0,,0,,,,,
1967-12-14,1967,12,14,,2.8,,-0.6,,1.1,,16.9,,0,,0,,0,,0,,0,,,,,
1967-12-15,1967,12,15,,0.6,,-2.2,,-0.8,,18.8,,0,,0,,0.3,,0.3,,0,,,,,
1967-12-16,1967,12,16,,2.2,,-2.2,,0,,18,,0,,0,,0,T,0,T,0,T,,,,
1967-12-17,1967,12,17,,5,,-1.7,,1.7,,16.3,,0,,0.3,,0,,0.3,,0,,,,,
1967-12-18,1967,12,18,,8.9,,2.8,,5.9,,12.1,,0,,8.4,,0,,8.4,,0,,,,,
1967-12-19,1967,12,19,,7.8,,1.1,,4.5,,13.5,,0,,0,,0,,0,,0,,,,,
1967-12-20,1967,12,20,,6.7,,-0.6,,3.1,,14.9,,0,,0,,0,,0,,0,,,,,
1967-12-21,1967,12,21,,13.3,,3.3,,8.3,,9.7,,0,,27.7,,0,,27.7,,0,,,,,
1967-12-22,1967,12,22,,13.3,,-4.4,,4.5,,13.5,,0,,3,,0,T,3,,0,,,,,
1967-12-23,1967,12,23,,-1.1,,-5,,-3.1,,21.1,,0,,0,,0,T,0,T,0,T,,,,
1967-12-24,1967,12,24,,-1.7,,-5,,-3.4,,21.4,,0,,0,,1,,1,,0,T,,,,
1967-12-25,1967,12,25,,2.8,,-3.9,,-0.6,,18.6,,0,,3.6,,0,T,3.6,,0,T,,,,
1967-12-26,1967,12,26,,-3.9,,-11.1,,-7.5,,25.5,,0,,0,,4.3,,4.3,,5,,,,,
1967-12-27,1967,12,27,,-5.6,,-11.1,,-8.4,,26.4,,0,,0,,0,,0,,0,T,,,,
1967-12-28,1967,12,28,,-3.3,,-7.2,,-5.3,,23.3,,0,,0,,1.8,,1.8,,0,T,,,,
1967-12-29,1967,12,29,,-3.9,,-10,,-7,,25,,0,,0,,0,,0,,3,,,,,
1967-12-30,1967,12,30,,0,,-6.7,,-3.4,,21.4,,0,,0,,0,,0,,0,T,,,,
1967-12-31,1967,12,31,,0,,-11.1,,-5.6,,23.6,,0,,0,,4.1,,4.1,,5,,,,,
1968-01-01,1968,1,1,,-4.4,,-15.6,,-10,,28,,0,,0,,0.3,,0.3,,5,,,,,
1968-01-02,1968,1,2,,-3.3,,-11.7,,-7.5,,25.5,,0,,0,,0.8,,0.8,,8,,,,,
1968-01-03,1968,1,3,,-1.7,,-5,,-3.4,,21.4,,0,,0,,1.8,,1.8,,8,,,,,
1968-01-04,1968,1,4,,-3.9,,-9.4,,-6.7,,24.7,,0,,0,,0.5,,0.5,,8,,,,,
1968-01-05,1968,1,5,,-5,,-12.8,,-8.9,,26.9,,0,,0,,0,T,0,T,10,,,,,
1968-01-06,1968,1,6,,-3.9,,-10.6,,-7.3,,25.3,,0,,0,,0,T,0,T,10,,,,,
1968-01-07,1968,1,7,,-6.7,,-17.2,,-12,,30,,0,,0,,3.6,,3.6,,13,,,,,
1968-01-08,1968,1,8,,-15,,-23.3,,-19.2,,37.2,,0,,0,,0,,0,,10,,,,,
1968-01-09,1968,1,9,,-10,,-20.6,,-15.3,,33.3,,0,,0,,10.2,,3.8,,13,,,,,
1968-01-10,1968,1,10,,-12.2,,-15.6,,-13.9,,31.9,,0,,0,,0.8,,0.8,,18,,,,,
1968-01-11,1968,1,11,,-13.3,,-20.6,,-17,,35,,0,,0,,0,,0,,18,,,,,
1968-01-12,1968,1,12,,-9.4,,-16.1,,-12.8,,30.8,,0,,0,,0.5,,0.5,,18,,,,,
1968-01-13,1968,1,13,,0,,-10.6,,-5.3,,23.3,,0,,0,,0,T,0,T,15,,,,,
1968-01-14,1968,1,14,,0,,-3.9,,-2,,20,,0,,31,,0,T,31,,13,,,,,
1968-01-15,1968,1,15,,0.6,,-15,,-7.2,,25.2,,0,,0,,29.2,,33,,30,,,,,
1968-01-16,1968,1,16,,-6.1,,-17.8,,-12,,30,,0,,0,,0,,0,,38,,,,,
1968-01-17,1968,1,17,,-1.1,,-6.1,,-3.6,,21.6,,0,,0,,0,T,0,T,36,,,,,
1968-01-18,1968,1,18,,3.3,,-3.3,,0,,18,,0,,0,,0,,0,,33,,,,,
1968-01-19,1968,1,19,,4.4,,0.6,,2.5,,15.5,,0,,0,T,0,T,2,,15,,,,,
1968-01-20,1968,1,20,,2.2,,-2.8,,-0.3,,18.3,,0,,0,,0,,0,,15,,,,,
1968-01-21,1968,1,21,,3.9,,-2.2,,0.9,,17.1,,0,,0,T,0,,0,T,15,,,,,
1968-01-22,1968,1,22,,1.7,,-1.7,,0,,18,,0,,0,,0,T,0,T,15,,,,,
1968-01-23,1968,1,23,,1.7,,-11.7,,-5,,23,,0,,0,,0,T,0,T,13,,,,,
1968-01-24,1968,1,24,,-10,,-17.2,,-13.6,,31.6,,0,,0,,0,,0,,13,,,,,
1968-01-25,1968,1,25,,-8.3,,-15.6,,-12,,30,,0,,0,,1.8,,1.5,,13,,,,,
1968-01-26,1968,1,26,,0,,-8.3,,-4.2,,22.2,,0,,0,,1,,1,,13,,,,,
1968-01-27,1968,1,27,,1.7,,-1.7,,0,,18,,0,,0,,0.8,,0.8,,13,,,,,
1968-01-28,1968,1,28,,1.1,,-1.7,,-0.3,,18.3,,0,,7.1,,0,T,7.1,,13,,,,,
1968-01-29,1968,1,29,,4.4,,-0.6,,1.9,,16.1,,0,,8.4,,0,,8.4,,13,,,,,
1968-01-30,1968,1,30,,4.4,,0,,2.2,,15.8,,0,,7.9,,0,,7.9,,10,,,,,
1968-01-31,1968,1,31,,2.8,,-2.8,,0,,18,,0,,0,,0,,0,,10,,,,,
1968-02-01,1968,2,1,,6.1,,3.3,,4.7,,13.3,,0,,27.4,,0,,27.4,,10,,,,,
1968-02-02,1968,2,2,,8.3,,-2.2,,3.1,,14.9,,0,,4.3,,0,,4.3,,10,,,,,
1968-02-03,1968,2,3,,-2.8,,-7.2,,-5,,23,,0,,0,,1.8,,1.3,,5,,,,,
1968-02-04,1968,2,4,,1.7,,-5.6,,-2,,20,,0,,0,,0,,0,,5,,,,,
1968-02-05,1968,2,5,,-0.6,,-4.4,,-2.5,,20.5,,0,,0,,0,,0,,5,,,,,
1968-02-06,1968,2,6,,5,,-6.1,,-0.6,,18.6,,0,,0,,0,,0,,5,,,,,
1968-02-07,1968,2,7,,0,,-5.6,,-2.8,,20.8,,0,,0,,0,,0,,5,,,,,
1968-02-08,1968,2,8,,-2.2,,-10.6,,-6.4,,24.4,,0,,0,,0,T,0,T,5,,,,,
1968-02-09,1968,2,9,,-0.6,,-13.3,,-7,,25,,0,,0,,0,T,0,T,5,,,,,
1968-02-10,1968,2,10,,-13.3,,-16.7,,-15,,33,,0,,0,,0.3,,0.3,,0,T,,,,
1968-02-11,1968,2,11,,-8.3,,-20,,-14.2,,32.2,,0,,0,,1.3,,1.3,,0,T,,,,
1968-02-12,1968,2,12,,-9.4,,-18.3,,-13.9,,31.9,,0,,0,,0,T,0,T,0,T,,,,
1968-02-13,1968,2,13,,-4.4,,-18.3,,-11.4,,29.4,,0,,0,,0,T,0,T,0,T,,,,
1968-02-14,1968,2,14,,-1.7,,-6.7,,-4.2,,22.2,,0,,0,,0,T,0,T,0,T,,,,
1968-02-15,1968,2,15,,-2.2,,-9.4,,-5.8,,23.8,,0,,0,,0,T,0,T,0,T,,,,
1968-02-16,1968,2,16,,1.1,,-7.2,,-3.1,,21.1,,0,,0,,0,T,0,T,0,T,,,,
1968-02-17,1968,2,17,,1.7,,-14.4,,-6.4,,24.4,,0,,0,,0,T,0.3,,0,T,,,,
1968-02-18,1968,2,18,,-6.1,,-11.7,,-8.9,,26.9,,0,,0,,0,,0,,0,T,,,,
1968-02-19,1968,2,19,,-3.9,,-11.1,,-7.5,,25.5,,0,,0,,0,,0,,0,T,,,,
1968-02-20,1968,2,20,,-5,,-18.9,,-12,,30,,0,,0,,0,,0,,0,T,,,,
1968-02-21,1968,2,21,,-11.7,,-18.3,,-15,,33,,0,,0,,0,T,0,T,0,T,,,,
1968-02-22,1968,2,22,,-3.3,,-12.2,,-7.8,,25.8,,0,,0,,0,T,0,T,0,T,,,,
1968-02-23,1968,2,23,,-3.3,,-10.6,,-7,,25,,0,,0,,0.8,,0.3,,0,T,,,,
1968-02-24,1968,2,24,,-3.9,,-11.7,,-7.8,,25.8,,0,,0,,0,,0,,0,T,,,,
1968-02-25,1968,2,25,,0,,-8.9,,-4.5,,22.5,,0,,0,,0,,0,,0,T,,,,
1968-02-26,1968,2,26,,1.7,,-7.8,,-3.1,,21.1,,0,,0,,0,,0,,0,T,,,,
1968-02-27,1968,2,27,,1.1,,-4.4,,-1.7,,19.7,,0,,0,,1,,0.3,,0,,,,,
1968-02-28,1968,2,28,,1.1,,-2.2,,-0.6,,18.6,,0,,0,,2.5,,2.5,,3,,,,,
1968-02-29,1968,2,29,,0,,-6.7,,-3.4,,21.4,,0,,0,,0,T,0,T,3,,,,,
1968-03-01,1968,3,1,,1.7,,-7.2,,-2.8,,20.8,,0,,0,,0,T,0,T,0,T,,,,
1968-03-02,1968,3,2,,-1.7,,-10.6,,-6.2,,24.2,,0,,0,,1.3,,1.3,,0,T,,,,
1968-03-03,1968,3,3,,-3.3,,-14.4,,-8.9,,26.9,,0,,0,,0,,0,,0,T,,,,
1968-03-04,1968,3,4,,2.8,,-6.1,,-1.7,,19.7,,0,,0,,0,,0,,3,,,,,
1968-03-05,1968,3,5,,2.8,,-4.4,,-0.8,,18.8,,0,,0,,0,,0,,0,T,,,,
1968-03-06,1968,3,6,,-0.6,,-7.2,,-3.9,,21.9,,0,,0,,0,,0,,0,T,,,,
1968-03-07,1968,3,7,,-0.6,,-9.4,,-5,,23,,0,,0,,0,,0,,0,T,,,,
1968-03-08,1968,3,8,,11.1,,-2.2,,4.5,,13.5,,0,,0,,0,,0,,0,T,,,,
1968-03-09,1968,3,9,,11.1,,3.9,,7.5,,10.5,,0,,0.3,,0,,0.3,,0,,,,,
1968-03-10,1968,3,10,,7.2,,-0.6,,3.3,,14.7,,0,,0.3,,0,,0.3,,0,,,,,
1968-03-11,1968,3,11,,1.7,,-6.1,,-2.2,,20.2,,0,,0,,0,,0,,0,,,,,
1968-03-12,1968,3,12,,-1.7,,-6.7,,-4.2,,22.2,,0,,0,,21.8,,17,,0,,,,,
1968-03-13,1968,3,13,,-4.4,,-10,,-7.2,,25.2,,0,,0,,8.9,,6.9,,28,,,,,
1968-03-14,1968,3,14,,1.7,,-9.4,,-3.9,,21.9,,0,,0,,0,,0,,18,,,,,
1968-03-15,1968,3,15,,7.2,,0,,3.6,,14.4,,0,,0,,0,,0,,8,,,,,
1968-03-16,1968,3,16,,5.6,,2.8,,4.2,,13.8,,0,,14.7,,0,,14.7,,3,,,,,
1968-03-17,1968,3,17,,6.1,,0.6,,3.4,,14.6,,0,,0,T,0,,0,T,0,T,,,,
1968-03-18,1968,3,18,,12.8,,-1.7,,5.6,,12.4,,0,,0,,0,,0,,0,,,,,
1968-03-19,1968,3,19,,9.4,,2.8,,6.1,,11.9,,0,,0,,0,,0,,0,,,,,
1968-03-20,1968,3,20,,13.3,,3.3,,8.3,,9.7,,0,,3,,0,,3,,0,,,,,
1968-03-21,1968,3,21,,5,,1.7,,3.4,,14.6,,0,,3,,0,,3,,0,,,,,
1968-03-22,1968,3,22,,1.7,,-0.6,,0.6,,17.4,,0,,0,,3.8,,0.8,,0,,,,,
1968-03-23,1968,3,23,,2.8,,-2.8,,0,,18,,0,,7.4,,1.5,,8.4,,0,T,,,,
1968-03-24,1968,3,24,,2.2,,-6.1,,-2,,20,,0,,0,,2.5,,2.5,,3,,,,,
1968-03-25,1968,3,25,,6.1,,-5,,0.6,,17.4,,0,,0,,0,,0,,0,T,,,,
1968-03-26,1968,3,26,,13.9,,2.8,,8.4,,9.6,,0,,0,,0,,0,,0,,,,,
1968-03-27,1968,3,27,,15,,5,,10,,8,,0,,0.3,,0,,0.3,,0,,,,,
1968-03-28,1968,3,28,,17.2,,6.7,,12,,6,,0,,0,,0,,0,,0,,,,,
1968-03-29,1968,3,29,,18.3,,5.6,,12,,6,,0,,0,,0,,0,,0,,,,,
1968-03-30,1968,3,30,,17.2,,2.8,,10,,8,,0,,0,,0,,0,,0,,,,,
1968-03-31,1968,3,31,,17.8,,4.4,,11.1,,6.9,,0,,0,T,0,,0,T,0,,,,,
1968-04-01,1968,4,1,,7.8,,0.6,,4.2,,13.8,,0,,1,,0,,1,,0,,,,,
1968-04-02,1968,4,2,,15.6,,1.1,,8.4,,9.6,,0,,0,,0,,0,,0,,,,,
1968-04-03,1968,4,3,,10.6,,4.4,,7.5,,10.5,,0,,0,,0,,0,,0,,,,,
1968-04-04,1968,4,4,,18.3,,5,,11.7,,6.3,,0,,12.2,,0,,12.2,,0,,,,,
1968-04-05,1968,4,5,,8.3,,-2.2,,3.1,,14.9,,0,,2.5,,0,T,2.5,,0,,,,,
1968-04-06,1968,4,6,,5,,-3.3,,0.9,,17.1,,0,,0,,0,,0,,0,,,,,
1968-04-07,1968,4,7,,11.1,,-0.6,,5.3,,12.7,,0,,0,,0,,0,,0,,,,,
1968-04-08,1968,4,8,,21.1,,6.7,,13.9,,4.1,,0,,0,,0,,0,,0,,,,,
1968-04-09,1968,4,9,,13.3,,5,,9.2,,8.8,,0,,0,,0,,0,,0,,,,,
1968-04-10,1968,4,10,,10,,2.2,,6.1,,11.9,,0,,0,T,0,,0,T,0,,,,,
1968-04-11,1968,4,11,,12.2,,1.1,,6.7,,11.3,,0,,0,,0,,0,,0,,,,,
1968-04-12,1968,4,12,,19.4,,2.2,,10.8,,7.2,,0,,0,,0,,0,,0,,,,,
1968-04-13,1968,4,13,,23.3,,9.4,,16.4,,1.6,,0,,0,,0,,0,,0,,,,,
1968-04-14,1968,4,14,,20.6,,11.1,,15.9,,2.1,,0,,0,T,0,,0,T,0,,,,,
1968-04-15,1968,4,15,,12.2,,5,,8.6,,9.4,,0,,0.5,,0,,0.5,,0,,,,,
1968-04-16,1968,4,16,,14.4,,2.8,,8.6,,9.4,,0,,0,,0,,0,,0,,,,,
1968-04-17,1968,4,17,,17.2,,4.4,,10.8,,7.2,,0,,0,,0,,0,,0,,,,,
1968-04-18,1968,4,18,,15.6,,7.8,,11.7,,6.3,,0,,0,,0,,0,,0,,,,,
1968-04-19,1968,4,19,,21.1,,10,,15.6,,2.4,,0,,0,,0,,0,,0,,,,,
